	brf_gmo__nrlmf_y_reconstruction	brf_gmo__regressor_to_classifier	brf_gmosa__regressor_to_classifier	brf_gso__nrlmf_y_reconstruction	brf_gso__regressor_to_classifier	brf_lmo__nrlmf_y_reconstruction	brf_lmo__regressor_to_classifier	brf_lso__regressor_to_classifier	brf_sgso__regressor_to_classifier	brf_sgso_us__regressor_to_classifier	bxt_gmo__regressor_to_classifier	bxt_gmosa__regressor_to_classifier	bxt_gso__nrlmf_y_reconstruction	bxt_gso__regressor_to_classifier	bxt_lmo__nrlmf_y_reconstruction	bxt_lmo__regressor_to_classifier	bxt_lso__nrlmf_y_reconstruction	bxt_lso__regressor_to_classifier	bxt_sgso__regressor_to_classifier	bxt_sgso_us__regressor_to_classifier	nrlmf__
bxt_gmo__regressor_to_classifier	0.009375	0.009375	0.009375	0.009375	0.04250323834196892	0.009375	0.009375	0.009375	0.009375	0.009375	1.0	0.009375	0.26119402985074625	0.009375	0.009375	0.009375	0.4980704352580849	0.009375	0.009375	0.009375	0.009375
bxt_gmosa__regressor_to_classifier	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	1.0	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.26119402985074625
bxt_gso__nrlmf_y_reconstruction	0.009375	0.025768979057591623	0.009375	0.009375	0.025768979057591623	0.009375	0.009375	0.009375	0.009375	0.009375	0.26119402985074625	0.009375	1.0	0.009375	0.05919780927835051	0.009375	0.025768979057591623	0.009375	0.009375	0.009375	0.009375
bxt_gso__regressor_to_classifier	0.009375	0.009375	0.025768979057591623	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	1.0	0.009375	0.4791924504950495	0.009375	0.009375	0.15904017857142858	0.009375	0.8477870813397129
bxt_lmo__nrlmf_y_reconstruction	0.009375	0.10003747479783649	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.05919780927835051	0.009375	1.0	0.009375	0.018128453038674032	0.009375	0.009375	0.009375	0.009375
bxt_lmo__regressor_to_classifier	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.4791924504950495	0.009375	1.0	0.009375	0.018128453038674032	0.4980704352580849	0.009375	0.5602134146341463
bxt_lso__nrlmf_y_reconstruction	0.009375	0.009375	0.009375	0.009375	0.6530643203883495	0.009375	0.018128453038674032	0.009375	0.009375	0.009375	0.4980704352580849	0.009375	0.025768979057591623	0.009375	0.018128453038674032	0.009375	1.0	0.009375	0.009375	0.009375	0.009375
bxt_lso__regressor_to_classifier	0.009375	0.009375	0.018128453038674032	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.018128453038674032	0.009375	1.0	0.009375	0.009375	0.9453125
bxt_sgso__regressor_to_classifier	0.009375	0.009375	0.025768979057591623	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.15904017857142858	0.009375	0.4980704352580849	0.009375	0.009375	1.0	0.009375	0.8477870813397129
bxt_sgso_us__regressor_to_classifier	0.7529438405797101	0.009375	0.009375	0.025768979057591623	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	0.009375	1.0	0.009375
nrlmf__	0.009375	0.009375	0.26119402985074625	0.009375	0.018128453038674032	0.009375	0.018128453038674032	0.025768979057591623	0.04250323834196892	0.009375	0.009375	0.26119402985074625	0.009375	0.8477870813397129	0.009375	0.5602134146341463	0.009375	0.9453125	0.8477870813397129	0.009375	1.0
