cv	end	hash	start	dataset	estimator	estimator	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results	results
1	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9754098360655737	0.6405652173913043	0.25918993839895477	0.30277473222568946	0.4280582824918981	0.10787819374932883	0.520698051948052	0.30277473222568946	0.9711375903762258	0.6405652173913043	0.30277473222568946	0.30277473222568946	0.9996086956521739	0.15680700580456297	0.5641561270026548	0.19819567116152528	0.221579476861167	0.3276159094814864	0.05255889233501716	0.5107645103146953	0.221579476861167	0.963580075197345	0.5641561270026548	0.221579476861167	0.221579476861167	0.814802029878791	0.281224874317926	0.5647990360616232	0.16888259226968905	0.17964071856287422	0.25707091701514145	0.06594364426079359	0.5167771176960821	0.17964071856287425	0.9627133738744017	0.5647990360616232	0.17964071856287425	0.17964071856287425	0.8611727916917692	0.08923211625509639	0.5379658733722497	0.1218724778046812	0.12723214285714285	0.18700516929935818	0.03915593269512567	0.510095823755933	0.12723214285714285	0.9683829314734343	0.5379658733722497	0.12723214285714285	0.12723214285714285	0.7801975752132915	0.5562398433685303	0.5278429985046387	0.21901594006124447	0.564477581532139	0.18353913171560715	0.2006100977120206	0.2923434132483139	0.05925126829790538	0.5137708140053887	0.20061009771202062	0.9631467245358734	0.564477581532139	0.20061009771202062	0.20061009771202062	0.83798741078528	1.084082841873169
2	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9090909090909091	0.6618786454252633	0.2880629914910608	0.3448595766214051	0.4765991625552703	0.12132541846508527	0.522732858196117	0.3448595766214051	0.9702135713135808	0.6618786454252633	0.3448595766214051	0.3448595766214051	0.9983894837642553	0.21437380152217234	0.5969823883161512	0.1986430458055584	0.22334004024144868	0.3325304769594392	0.0744756000622693	0.5142979954941761	0.22334004024144868	0.9753469497137409	0.5969823883161512	0.22334004024144868	0.22334004024144868	0.9063587306701031	0.1958343937065247	0.5857491794841507	0.19919977585545362	0.21981037924151697	0.31985033751197384	0.07496992740026324	0.5163864250603108	0.21981037924151697	0.9668756246010456	0.5857491794841507	0.21981037924151697	0.21981037924151697	0.8387528159091484	0.1290313980713234	0.5518135140012139	0.1484181874972112	0.15476190476190477	0.21677720974606438	0.05831405053587521	0.5164075365059246	0.15476190476190477	0.9604714261719609	0.5518135140012139	0.15476190476190477	0.15476190476190477	0.7853229219639429	0.6415157318115234	0.5778555870056152	0.2051040976143485	0.5913657839001509	0.19892141083050602	0.22157520974148281	0.3261904072357065	0.07472276373126627	0.5153422102772435	0.22157520974148281	0.9711112871573933	0.5913657839001509	0.22157520974148281	0.22157520974148281	0.8725557732896257	1.2193713188171387
3	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9369369369369369	0.6134211432506887	0.21738238704017446	0.24706572769953053	0.36182512609026524	0.0872692686707277	0.5167868287958679	0.24706572769953053	0.9747212425527013	0.6134211432506887	0.24706572769953053	0.24706572769953053	0.9990960743801652	0.2547423791780039	0.5728186769242488	0.18074978329578545	0.1912932138284251	0.26635863120979186	0.07876563088953722	0.5212995651372542	0.1912932138284251	0.9591574941884745	0.5728186769242488	0.1912932138284251	0.1912932138284251	0.8662599064491894	0.16279157317425114	0.5604977189730384	0.1461122205807206	0.15426587301587302	0.2247928971250086	0.060642834027839224	0.5151970742920365	0.15426587301587302	0.9704925047007871	0.5604977189730384	0.15426587301587302	0.15426587301587302	0.8131245074424748	0.16412363240665928	0.5497630331753555	0.1337864721485411	0.13636363636363635	0.17716873643597783	0.06709082560367628	0.5226130653266332	0.13636363636363635	0.96094106898127	0.5497630331753555	0.13636363636363635	0.13636363636363635	0.8211119887660172	0.5426576137542725	0.5413978099822998	0.20876697617612752	0.5666581979486436	0.16343100193825302	0.17277954342214907	0.24557576416740023	0.06970423245868823	0.5182483197146454	0.17277954342214907	0.9648249994446307	0.5666581979486436	0.17277954342214907	0.17277954342214907	0.8396922069458321	1.0840554237365723
4	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9553571428571429	0.6092233009708737	0.2125195634937987	0.2396052964493548	0.3506580332966919	0.08666055848076464	0.517189675484631	0.2396052964493548	0.9738581236114643	0.6092233009708737	0.2396052964493548	0.2396052964493548	0.9993498613037447	0.15747393839551396	0.5505333759182369	0.12728797715315907	0.13329979879275655	0.1960413555405554	0.051151467012789116	0.5129442795480056	0.13329979879275655	0.9730529084402053	0.5505333759182369	0.13329979879275655	0.13329979879275655	0.8483002235707442	0.34769478409178656	0.6004778018102207	0.22602580762573318	0.24600798403193613	0.33965116476783747	0.10137513049978412	0.5255701182218809	0.24600798403193613	0.9568070750051909	0.6004778018102207	0.24600798403193613	0.24600798403193613	0.8299568169657325	0.05817377138827132	0.5621165644171779	0.1432379991202667	0.15029761904761904	0.21638029082660587	0.06483954654703332	0.5169204737732657	0.15029761904761904	0.9712452662960277	0.5621165644171779	0.15029761904761904	0.15029761904761904	0.7351418711656442	0.5316646099090576	0.5494101047515869	0.25258436124365025	0.5755055888642289	0.17665689238944612	0.18965389141234634	0.26784626015419644	0.07626329875628662	0.5192571988849433	0.18965389141234634	0.9649299917226981	0.5755055888642289	0.18965389141234634	0.18965389141234634	0.8391285202682384	1.0810747146606445
5	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9183098591549296	0.6090538548261208	0.2127740220662754	0.2396052964493548	0.3501172972889363	0.08724175172545891	0.5174480839220723	0.2396052964493548	0.9734651387970981	0.6090538548261208	0.2396052964493548	0.2396052964493548	0.9987425201630388	0.20565067049183908	0.5496134020618557	0.11630706538069341	0.12097585513078471	0.17743751664140422	0.05150417273861759	0.5133667502088555	0.12097585513078471	0.9765006076559608	0.5496134020618557	0.12097585513078471	0.12097585513078471	0.8334836769759449	0.271103547079408	0.5577447739944682	0.15760053962366213	0.1631736526946108	0.220443372902212	0.0701242809851155	0.5212894364438525	0.1631736526946108	0.9566180148374414	0.5577447739944682	0.1631736526946108	0.1631736526946108	0.8416314921319844	0.077892216789127	0.5281418658442559	0.0889447625798877	0.08928571428571429	0.10533667151385881	0.04562129361003563	0.5184893784421715	0.08928571428571429	0.9663229178374733	0.5281418658442559	0.08928571428571429	0.08928571428571429	0.723232008399088	0.5927093029022217	0.539942741394043	0.23837710878562351	0.5536790880281619	0.13695380250217776	0.14207475391269775	0.1989404447718081	0.06081422686186655	0.517328093326354	0.14207475391269775	0.966559311246701	0.5536790880281619	0.14207475391269775	0.14207475391269775	0.8375575845539647	1.1326520442962646
6	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9291784702549575	0.6212160638390146	0.23005783690338222	0.2633887155266931	0.3813911046211386	0.09367419712054621	0.5180975502096667	0.2633887155266931	0.9733382805884745	0.6212160638390146	0.2633887155266931	0.2633887155266931	0.9989157776043022	0.2120586978399381	0.5682637815558991	0.14668059888030074	0.15694164989939638	0.23582936323886533	0.06102621848020185	0.5136390017411492	0.15694164989939638	0.9770030513901751	0.5682637815558991	0.15694164989939638	0.15694164989939638	0.8828280004823134	0.26930164028200676	0.5960825867363773	0.2216709621993127	0.24201596806387227	0.3372105016770583	0.09471241181134035	0.5233404440279413	0.24201596806387227	0.957599702227511	0.5960825867363773	0.24201596806387227	0.24201596806387227	0.8352167457678739	0.21016141562849558	0.5523441809156094	0.15013550135501358	0.15625	0.21696589882565495	0.06010527343431295	0.517254276556729	0.15625	0.9591121631870672	0.5523441809156094	0.15625	0.15625	0.8020644551256797	0.5747947692871094	0.5740687847137451	0.24068016906097245	0.5821731841461382	0.1841757805398067	0.19947880898163434	0.2865199324579618	0.0778693151457711	0.5184897228845453	0.19947880898163434	0.967301376808843	0.5821731841461382	0.19947880898163434	0.19947880898163434	0.8590223731250937	1.1488635540008545
7	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9387096774193548	0.6053965798745381	0.203892358695243	0.2300469483568075	0.3411495160958494	0.080460947433836	0.5153562005277045	0.2300469483568075	0.9763528930840982	0.6053965798745381	0.2300469483568075	0.2300469483568075	0.9991836383947753	0.25679809218708494	0.5584513566103149	0.14718413049260165	0.15364916773367476	0.21645510304915883	0.06463244535585928	0.5178667922993123	0.15364916773367476	0.9656713168665138	0.5584513566103149	0.15364916773367476	0.15364916773367476	0.8681446376776417	0.21273979102052049	0.585691206667472	0.1957667407626588	0.2130456349206349	0.3056967611247404	0.080480792643938	0.5188967988563034	0.2130456349206349	0.9649791791503737	0.585691206667472	0.2130456349206349	0.2130456349206349	0.8131662187462254	0.16211794296579024	0.5619469026548672	0.17218312312730819	0.175	0.21483868719949828	0.09045256429962997	0.5330188679245284	0.175	0.9455188679245283	0.5619469026548672	0.175	0.175	0.7904316118314509	0.578228235244751	0.5198302268981934	0.2347689416038027	0.5720712816388934	0.17147543562763023	0.18334740132715482	0.2610759320869496	0.07255661899989864	0.5183817955778078	0.18334740132715482	0.9653252480084438	0.5720712816388934	0.18334740132715482	0.18334740132715482	0.8406554282119336	1.0980584621429443
8	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.960093896713615	0.684136967155835	0.31995964953463735	0.3900649405414523	0.5232410541640649	0.14040159608757435	0.526763512629237	0.3900649405414523	0.9673519906663335	0.684136967155835	0.3900649405414523	0.3900649405414523	0.9992575122292103	0.16377699435102902	0.6351153223080778	0.2919919419984782	0.35865191146881287	0.4971079464178522	0.09433415634910529	0.5164654402292859	0.35865191146881287	0.9673269219391915	0.6351153223080778	0.35865191146881287	0.35865191146881287	0.8289931587473632	0.24900669676605777	0.6200521809539518	0.27115313820893006	0.3350798403193613	0.47785127022227036	0.07432194465520785	0.5115028136378682	0.3350798403193613	0.9740105811217684	0.6200521809539518	0.3350798403193613	0.3350798403193613	0.8398299620638466	0.06340149497687053	0.6393455098934551	0.2677953857961985	0.32663690476190477	0.4660959379010984	0.08935514253123898	0.5143247197252407	0.32663690476190477	0.9759935979109178	0.6393455098934551	0.32663690476190477	0.32663690476190477	0.7672374429223745	0.6399812698364258	0.6087470054626465	0.2063918455585434	0.6275837516310148	0.28157254010370414	0.3468658758940871	0.4874796083200613	0.08432805050215657	0.513984126933577	0.3468658758940871	0.9706687515304799	0.6275837516310148	0.3468658758940871	0.3468658758940871	0.8344115604056049	1.2487282752990723
9	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9264367816091954	0.6722105814562598	0.30465209316721215	0.3667032132917264	0.4982508872089984	0.13245071228479835	0.5254676440849343	0.3667032132917264	0.9677428456719623	0.6722105814562598	0.3667032132917264	0.3667032132917264	0.998603108084512	0.18644405216674245	0.5863050743848878	0.2171424368636112	0.24522132796780685	0.3566792370122169	0.07055638072275028	0.5144203654772742	0.24522132796780685	0.9649314559783597	0.5863050743848878	0.24522132796780685	0.24522132796780685	0.7900346177101812	0.24787449201582437	0.6284594499284673	0.26089783194220667	0.31636726546906185	0.4543841073591971	0.08291856665126913	0.513380659615407	0.31636726546906185	0.9751684806561058	0.6284594499284673	0.31636726546906185	0.31636726546906185	0.8759529345653988	0.14624120246238206	0.5794035251546632	0.18720400934035594	0.21205357142857142	0.3238237294168429	0.055294212388837916	0.5096263041147939	0.21205357142857142	0.9773440299427737	0.5794035251546632	0.21205357142857142	0.21205357142857142	0.7522469942803783	0.8190531730651855	0.5772619247436523	0.2171592720912834	0.6073822621566776	0.23902013440290892	0.28079429671843437	0.40553167218570696	0.0767374736870097	0.5139005125463406	0.28079429671843437	0.9700499683172328	0.6073822621566776	0.28079429671843437	0.28079429671843437	0.83299377613779	1.396315097808838
10	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.908883826879271	0.6440914644789667	0.26827382714300674	0.3121362907986843	0.4353682072904881	0.11593393221954006	0.5233196960841613	0.3121362907986843	0.9679184547082027	0.6440914644789667	0.3121362907986843	0.3121362907986844	0.9982544946762087	0.170891742297961	0.5919949405623265	0.20277643772844953	0.2243460764587525	0.3259278613048278	0.07978203815510178	0.5172976186877085	0.2243460764587525	0.9681966535941066	0.5919949405623265	0.2243460764587525	0.2243460764587525	0.8800806079900526	0.21475539496870297	0.605825402710831	0.23151683771227594	0.27095808383233533	0.39753494638063175	0.07361113772256976	0.5128008007954798	0.27095808383233533	0.9735798956275529	0.605825402710831	0.27095808383233533	0.27095808383233533	0.8473489061920654	0.06473872508714718	0.5676660706917893	0.1716590516780645	0.19345238095238096	0.30161927212123585	0.04483713602506266	0.5074275362318841	0.19345238095238096	0.9798438578329883	0.5676660706917893	0.19345238095238096	0.19345238095238096	0.7937525787374502	0.7192814350128174	0.552382230758667	0.192823568633332	0.5989101716365788	0.21714663772036275	0.2476520801455439	0.3617314038427298	0.07669658793883577	0.5150492097415942	0.2476520801455439	0.9708882746108297	0.5989101716365788	0.2476520801455439	0.2476520801455439	0.863714757091059	1.2716636657714844
11	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9775910364145658	0.5950427498056827	0.19436099864541817	0.2137826961770624	0.312128635405874	0.08258434903725972	0.5179397553202426	0.2137826961770624	0.9717909078817513	0.5950427498056827	0.2137826961770624	0.2137826961770624	0.9996545470247863	0.2693893969012445	0.5571992156789044	0.15419719383800237	0.1585147247119078	0.20933469385135406	0.07331198837949429	0.523490914938093	0.1585147247119078	0.9562397221846478	0.5571992156789044	0.1585147247119078	0.1585147247119078	0.8317374403693575	0.28753689716133046	0.5625462044278433	0.1525715498156459	0.16666666666666666	0.2576343823436393	0.04847812923006539	0.5093935716609237	0.16666666666666666	0.9778031216460226	0.5625462044278433	0.16666666666666666	0.16666666666666666	0.8607398544803704	0.15695973350822617	0.5514419329696025	0.12349030071392514	0.12803030303030302	0.18303601530557612	0.05660649687099126	0.5155723905723906	0.12803030303030302	0.9728426946229976	0.5514419329696025	0.12803030303030302	0.12803030303030302	0.7960228349939964	0.6583187580108643	0.5800919532775879	0.2784631470312875	0.5598727100533738	0.15338437182682413	0.16259069568928725	0.23348453809749667	0.06089505880477984	0.5164422432995084	0.16259069568928725	0.9670214219153352	0.5598727100533738	0.16259069568928725	0.16259069568928725	0.846238647424864	1.2384107112884521
12	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.960880195599022	0.6207978677671739	0.23549253403368398	0.2663838988689288	0.3791239606031837	0.10151186418399852	0.5213262426741915	0.2663838988689288	0.9687094499951692	0.6207978677671739	0.2663838988689288	0.2663838988689288	0.9993121829593328	0.13216752416351135	0.5543435688547705	0.15629695530597298	0.16815476190476192	0.25115940809628445	0.0490240877578449	0.5110563275063499	0.16815476190476192	0.9682584149751339	0.5543435688547705	0.16815476190476192	0.16815476190476192	0.8176540713614288	0.2957234519543838	0.6391631810239847	0.26460982324571236	0.3160635251236657	0.448901182629445	0.09806650390469444	0.5172765510196837	0.3160635251236657	0.9729169998284019	0.6391631810239847	0.3160635251236657	0.3160635251236657	0.8808320537936146	0.12624538354935777	0.5601788839198911	0.19910637822541608	0.2220496894409938	0.32687325811400014	0.050452581265048375	0.5105745686464325	0.2220496894409938	0.9607920536790834	0.5601788839198911	0.2220496894409938	0.2220496894409938	0.8076241709335235	0.7120752334594727	0.5985136032104492	0.21394548805894759	0.5967533749393776	0.21045338927584267	0.2421091435142138	0.35003029536286473	0.07354529583126967	0.5141664392630168	0.2421091435142138	0.9705877074017679	0.5967533749393776	0.2421091435142138	0.2421091435142138	0.8492430625775217	1.3105888366699219
13	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.975	0.6069709472236549	0.2155320536681059	0.23943779108449767	0.3435911825437174	0.09354484794626058	0.5204509701101206	0.23943779108449767	0.9688915299971635	0.6069709472236549	0.23943779108449767	0.23943779108449767	0.9995702252019941	0.22378084710860416	0.5630918507053991	0.16993821377166934	0.1847718253968254	0.275011922834463	0.05529110203101971	0.5121137117140512	0.1847718253968254	0.9682419314071781	0.5630918507053991	0.1847718253968254	0.1847718253968254	0.8034823501398893	0.29136370056558747	0.6220495151791661	0.24242990460174604	0.28273887008591514	0.4078968430508691	0.08978721782767783	0.5165132660981906	0.28273887008591514	0.9724046753725315	0.6220495151791661	0.28273887008591514	0.28273887008591514	0.8888058566566504	0.15495209093492135	0.5617678381256656	0.20214345953772325	0.2267080745341615	0.3343141313769662	0.0505849687149352	0.5103566805053346	0.2267080745341615	0.9618183360824896	0.5617678381256656	0.2267080745341615	0.2267080745341615	0.7995984203052893	0.7744505405426025	0.5589067935943604	0.2575722738370958	0.5925706829422825	0.20618405918670768	0.23375534774137027	0.34145438294266606	0.07253915992934877	0.5143134889061209	0.23375534774137027	0.9703233033898548	0.5925706829422825	0.23375534774137027	0.23375534774137027	0.8461441033982698	1.333357334136963
14	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9358024691358025	0.61468441391155	0.22551815305682654	0.2536593479707252	0.3638421940254052	0.09640761417371395	0.5202608788623971	0.2536593479707252	0.9697569649183048	0.61468441391155	0.2536593479707252	0.2536593479707252	0.9988836410476599	0.16966935369466035	0.5645964508110823	0.15988945913936042	0.17063492063492064	0.24934071316819048	0.06231916505477332	0.5150305407044816	0.17063492063492064	0.9683335135838346	0.5645964508110823	0.17063492063492064	0.17063492063492064	0.8634508457254704	0.2931425278784774	0.6287601124235633	0.2645067176364504	0.3126789898463942	0.44166110628237804	0.09636338893494323	0.51802946299177	0.3126789898463942	0.9682065160060416	0.6287601124235633	0.3126789898463942	0.3126789898463942	0.8803327604542519	0.09873426190423415	0.60055423594616	0.19104290499301899	0.21661490683229814	0.3292880503075499	0.06973084338827568	0.5120889748549323	0.21661490683229814	0.9810593546139337	0.60055423594616	0.21661490683229814	0.21661490683229814	0.8670942201108472	0.6642203330993652	0.558124303817749	0.23140594078656887	0.5966782816173228	0.2121980883879054	0.24165695524065742	0.34550090972528424	0.07934127699485827	0.5165300018481258	0.24165695524065742	0.9682700147949381	0.5966782816173228	0.24165695524065742	0.24165695524065742	0.8718918030898611	1.2223446369171143
15	2023-09-24 22:50:12.873261	b08ede27ffc27144260ff309510cf19189caae4dac115e992061dd312099e011	2023-09-24 22:50:11.422057	gpcr	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.9138888888888889	0.5673918585875755	0.14912816078984853	0.15831679894179895	0.23273965099033278	0.06495540660963847	0.5156517602283539	0.15831679894179895	0.9736523526976072	0.5673918585875755	0.15831679894179895	0.15831679894179893	0.9986827568624118	0.22492942696709467	0.5494273658830621	0.1444600029045115	0.147979797979798	0.19467944130151235	0.0645730243351871	0.521089913438122	0.147979797979798	0.9550279938042858	0.5494273658830621	0.147979797979798	0.147979797979798	0.8419259845288326	0.21978919584290266	0.5774220468856688	0.17814239960581427	0.1956521739130435	0.2920180240010569	0.06461125575319646	0.5134800568375884	0.1956521739130435	0.9724535507616948	0.5774220468856688	0.1956521739130435	0.1956521739130435	0.8890448372657612	0.1254280524523133	0.5804081632653061	0.17463835448115483	0.18735177865612648	0.2705963649737753	0.07760852653323368	0.5187265917602997	0.18735177865612648	0.9695637370283193	0.5804081632653061	0.18735177865612648	0.1873517786561265	0.8589489795918367	0.5408077239990234	0.5581376552581787	0.22235931140499865	0.5634247063843654	0.1613012012551629	0.17181598594642072	0.24334873265128465	0.06459214004419178	0.5172849851378551	0.17181598594642072	0.9637407722829903	0.5634247063843654	0.17181598594642072	0.17181598594642072	0.8654854108972969	1.0989453792572021
0	2023-09-24 22:50:17.475131	830d89b14d366c1fd6ccc6b055a2adf225853c574a3e11e7bb3104a8a7188e1f	2023-09-24 22:50:12.900616	davis	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.8259201826075802	0.6400098881404116	0.27240191704070715	0.3098750074047746	0.4238299807123668	0.1259824045925829	0.52834008097166	0.3098750074047746	0.9608836036585702	0.6400098881404116	0.3098750074047746	0.3098750074047746	0.9941805203633891	0.52297304388222	0.5799037311577128	0.20414778050375748	0.2123299770358594	0.27583465569529153	0.10078937209241864	0.5317835518429462	0.2123299770358594	0.9457315105404058	0.5799037311577128	0.2123299770358594	0.2123299770358594	0.9291612887946857	0.23252681005527057	0.5327416924064043	0.1391363988830832	0.13932823884840945	0.15036132066378058	0.05937698816652192	0.5269200098147466	0.13932823884840945	0.9282289532104802	0.5327416924064043	0.13932823884840945	0.13932823884840945	0.7813625114310014	0.2908738802292302	0.5165430690245294	0.1002893676583892	0.10174880763116058	0.06919945560685169	0.04923439268386565	0.5366320393657736	0.10174880763116058	0.9341904539215831	0.5165430690245294	0.10174880763116058	0.10174880763116058	0.8150590458999922	2.544034242630005	1.2272448539733887	0.37774992696874526	0.5563227117820586	0.17164208969342035	0.1758291079421344	0.21309798817953607	0.08008318012947029	0.5293517808288464	0.1758291079421344	0.936980231875443	0.5563227117820586	0.1758291079421344	0.1758291079421344	0.8552619001128436	3.7712790966033936
1	2023-09-24 22:50:17.475131	830d89b14d366c1fd6ccc6b055a2adf225853c574a3e11e7bb3104a8a7188e1f	2023-09-24 22:50:12.900616	davis	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.8034064999411349	0.670139968895801	0.31986085609434545	0.3717789230495824	0.4898301880710848	0.15503288918072058	0.5353167995793533	0.3717789230495824	0.9556264842676333	0.670139968895801	0.3717789230495824	0.3717789230495824	0.9928069803071058	0.461307453340944	0.6041250622428388	0.22960279448900822	0.2552552552552553	0.35975240424302646	0.09507899619540625	0.5217047061552844	0.2552552552552553	0.9615351225858522	0.6041250622428388	0.2552552552552553	0.2552552552552553	0.905409667077251	0.23598802981631462	0.5523685932544811	0.16945579508665307	0.1707837213435223	0.1982865495969032	0.08446275596843077	0.5340564673520816	0.1707837213435223	0.9341889057403141	0.5523685932544811	0.1707837213435223	0.1707837213435223	0.8032119369674292	0.23126855658645185	0.5390271493212669	0.13610743487824992	0.13619501854795973	0.1437087754756966	0.07287473505159532	0.534019439679817	0.13619501854795973	0.9412276770767337	0.5390271493212669	0.13619501854795973	0.13619501854795973	0.7707279744476976	1.6831738948822021	0.7264292240142822	0.3486477415786293	0.5782468277486599	0.19952929478783066	0.21301948829938877	0.2790194769199648	0.0897708760819185	0.527880586753683	0.21301948829938877	0.9478620141630831	0.5782468277486599	0.21301948829938877	0.21301948829938877	0.8543108020223401	2.4096031188964844
2	2023-09-24 22:50:17.475131	830d89b14d366c1fd6ccc6b055a2adf225853c574a3e11e7bb3104a8a7188e1f	2023-09-24 22:50:12.900616	davis	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.8169163123599722	0.656907650408517	0.30026012492300774	0.34526340656744625	0.4614502673756078	0.1432811168824006	0.5327094924970494	0.34526340656744625	0.9571677966191484	0.656907650408517	0.34526340656744625	0.34526340656744625	0.9927818779783707	0.4894536293950235	0.5841596834264432	0.20166342184019936	0.21532976827094474	0.2971788948507222	0.08992400901073971	0.524020787232497	0.21532976827094474	0.9564579601633446	0.5841596834264432	0.21532976827094474	0.21532976827094474	0.9188520328988208	0.21763971663216003	0.5479556383468271	0.15821981209610736	0.15875265768958186	0.17656170829965273	0.0828990907099974	0.5358261274244881	0.15875265768958186	0.9361595592368733	0.5479556383468271	0.15875265768958186	0.15875265768958186	0.796578881795365	0.19544675123739125	0.5244596131968146	0.10570947399251307	0.10588235294117647	0.0947649067040529	0.05541806740690016	0.531390134529148	0.10588235294117647	0.9438670535478766	0.5244596131968146	0.10588235294117647	0.10588235294117647	0.7901582561352186	2.6743991374969482	0.7414891719818115	0.3535466730135918	0.5660576608866352	0.17994161696815336	0.1870412129802633	0.23687030157518746	0.08641154986036856	0.5299234573284926	0.1870412129802633	0.946308759700109	0.5660576608866352	0.1870412129802633	0.1870412129802633	0.8577154573470929	3.4158883094787598
3	2023-09-24 22:50:17.475131	830d89b14d366c1fd6ccc6b055a2adf225853c574a3e11e7bb3104a8a7188e1f	2023-09-24 22:50:12.900616	davis	bipartite_adaptations.estimators.bxt_sgso_us	bxt_sgso_us	0.8103707278619366	0.6283558084869479	0.2608122052439481	0.29033782187573826	0.39517819109783947	0.12403314027911401	0.5299640118917227	0.29033782187573826	0.9574713481111575	0.6283558084869479	0.29033782187573826	0.29033782187573826	0.9936953067537871	0.4252755413914921	0.5791567164179104	0.18953425991683387	0.19946524064171123	0.2712529579911063	0.09020232534984154	0.5256973124540751	0.19946524064171123	0.9566812542744423	0.5791567164179104	0.19946524064171123	0.19946524064171123	0.9202727611940298	0.2206929210119916	0.5437793064792782	0.1599267800165915	0.16087880935506732	0.18454926511801284	0.07232000032116628	0.5298667502243843	0.16087880935506732	0.9297800147660304	0.5437793064792782	0.16087880935506732	0.16087880935506732	0.7964597383792591	0.21799447981458975	0.5206532951289399	0.11911807986051823	0.11925133689839572	0.10973214936653869	0.045428756852447204	0.5249811463046757	0.11925133689839572	0.9195083319218267	0.5206532951289399	0.11925133689839572	0.11925133689839572	0.7845226361031519	2.6461405754089355	0.7110707759857178	0.32298423120174186	0.5614680114485944	0.17473051996671268	0.18017202499838927	0.22790111155455958	0.08126116283550391	0.5277820313392297	0.18017202499838927	0.9432306345202364	0.5614680114485944	0.18017202499838927	0.18017202499838927	0.8583662497866444	3.3572113513946533
